age,job,job_type,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,annual_income,y
25,driver,Blue-collar,married,masters,no,61766,yes,no,field_visit,24,aug,176,3,-1,1,not_contacted,432000,yes
62,construction_worker,Blue-collar,divorced,+2,no,91007,no,no,field_visit,19,may,363,4,-1,1,unsuccessful,180000,no
55,private_office,White-collar,divorced,masters,no,98410,yes,yes,unknown,2,mar,715,2,-1,2,unsuccessful,720000,no
19,government_job,White-collar,divorced,+2,no,74665,yes,no,NTC,29,mar,908,2,-1,4,not_contacted,198000,no
38,private_office,White-collar,divorced,+2,no,36324,yes,no,field_visit,3,aug,719,1,10,1,unsuccessful,360000,yes
28,teacher,White-collar,single,+2,no,94649,yes,no,NTC,26,mar,393,1,-1,0,not_contacted,240000,no
21,teacher,White-collar,married,slc,no,59609,yes,no,field_visit,23,mar,303,3,-1,2,not_contacted,103680,no
46,government_job,White-collar,divorced,+2,no,91449,no,no,unknown,30,apr,1143,3,-1,5,not_contacted,363000,no
37,shopkeeper,Business,single,bachelor,no,63157,yes,no,Ncell,5,jan,658,4,10,4,not_contacted,403200,no
43,teacher,White-collar,single,bachelor,no,107500,yes,no,NTC,10,jun,948,2,-1,3,not_contacted,460800,no
32,government_job,White-collar,divorced,bachelor,no,135538,no,yes,NTC,6,may,127,5,5,2,not_contacted,528000,no
63,shopkeeper,Business,married,+2,no,54277,no,yes,field_visit,1,apr,860,4,-1,5,unsuccessful,210000,no
24,IT_professional,White-collar,single,slc,no,66280,yes,no,NTC,13,nov,861,4,-1,3,not_contacted,207360,no
54,unemployed,Unemployed,married,+2,no,47325,yes,no,Ncell,21,nov,527,1,5,4,unsuccessful,33000,no
70,IT_professional,White-collar,single,+2,no,41099,yes,no,NTC,31,mar,926,4,-1,0,not_contacted,480000,no
59,construction_worker,Blue-collar,married,none,no,128280,yes,no,unknown,8,apr,269,5,-1,5,not_contacted,86400,no
25,construction_worker,Blue-collar,divorced,bachelor,no,46187,yes,no,field_visit,7,jan,1179,2,-1,0,unsuccessful,288000,no
62,construction_worker,Blue-collar,divorced,bachelor,no,61794,yes,yes,Ncell,22,jul,1111,3,-1,2,unsuccessful,288000,no
60,driver,Blue-collar,married,masters,no,17439,yes,no,unknown,21,apr,492,5,-1,0,not_contacted,432000,no
57,teacher,White-collar,single,bachelor,no,34749,yes,no,unknown,14,may,1016,2,-1,5,not_contacted,384000,no
21,farmer,Business,divorced,+2,no,103097,yes,no,NTC,14,apr,1136,3,-1,0,unsuccessful,90000,no
40,bank_employee,White-collar,single,+2,no,115883,yes,no,Ncell,9,mar,1043,5,-1,3,unsuccessful,468000,no
61,farmer,Business,divorced,masters,no,90210,yes,yes,Ncell,10,may,954,4,-1,0,not_contacted,360000,yes
48,IT_professional,White-collar,married,+2,no,-2940,no,no,NTC,29,jul,637,5,-1,2,successful,528000,no
49,government_job,White-collar,married,+2,no,98036,yes,no,Ncell,23,jan,178,3,-1,4,not_contacted,363000,no
29,driver,Blue-collar,divorced,bachelor,no,98166,yes,no,field_visit,27,jul,770,3,5,1,not_contacted,288000,no
41,bank_employee,White-collar,divorced,masters,no,95786,yes,yes,unknown,3,oct,412,2,-1,1,unsuccessful,1123200,no
68,government_job,White-collar,single,slc,no,88604,yes,yes,field_visit,7,apr,344,1,5,0,not_contacted,237600,no
40,teacher,White-collar,married,slc,no,28002,yes,yes,NTC,23,nov,1113,2,-1,5,not_contacted,207360,no
32,unemployed,Unemployed,married,masters,no,87344,yes,yes,Ncell,24,apr,1046,4,-1,1,not_contacted,72000,no
19,farmer,Business,divorced,bachelor,no,82494,yes,yes,NTC,8,may,648,4,15,1,not_contacted,144000,no
36,bank_employee,White-collar,divorced,bachelor,no,124793,no,yes,unknown,2,oct,42,3,10,0,successful,748800,no
56,government_job,White-collar,single,bachelor,no,93488,yes,no,NTC,29,jun,769,4,-1,2,unsuccessful,528000,no
59,unemployed,Unemployed,single,bachelor,no,29435,no,no,Ncell,8,sep,126,3,-1,1,unsuccessful,48000,yes
67,private_office,White-collar,single,bachelor,no,68474,no,no,unknown,20,sep,655,3,10,3,not_contacted,480000,no
66,construction_worker,Blue-collar,single,+2,no,132017,no,no,Ncell,14,mar,739,5,-1,2,unsuccessful,180000,no
49,driver,Blue-collar,married,none,no,87210,yes,no,unknown,13,sep,569,4,-1,4,unsuccessful,95040,no
56,unemployed,Unemployed,single,bachelor,no,125749,no,no,unknown,25,dec,638,2,-1,4,unsuccessful,48000,yes
60,unemployed,Unemployed,married,+2,no,107670,yes,no,Ncell,8,aug,678,3,-1,4,unsuccessful,30000,no
42,shopkeeper,Business,single,masters,no,95339,yes,no,NTC,20,feb,473,1,-1,2,successful,604800,no
45,unemployed,Unemployed,divorced,bachelor,no,67536,yes,no,Ncell,24,apr,554,4,-1,4,successful,52800,yes
60,farmer,Business,married,slc,no,17533,yes,no,field_visit,20,jul,303,3,-1,0,not_contacted,108000,no
33,unemployed,Unemployed,divorced,bachelor,no,87596,no,yes,NTC,5,jan,182,4,-1,1,unsuccessful,48000,no
51,shopkeeper,Business,single,none,no,94717,yes,no,NTC,21,apr,172,2,-1,3,not_contacted,110880,no
61,farmer,Business,married,+2,no,132390,no,no,Ncell,18,oct,485,3,-1,1,not_contacted,150000,yes
48,shopkeeper,Business,divorced,+2,no,32605,yes,no,NTC,22,jul,471,5,-1,2,not_contacted,231000,no
58,teacher,White-collar,married,+2,no,46866,no,no,NTC,13,apr,907,3,-1,2,unsuccessful,240000,no
27,unemployed,Unemployed,single,+2,no,162857,yes,no,NTC,21,dec,275,3,-1,0,successful,30000,no
51,shopkeeper,Business,married,bachelor,no,94027,yes,yes,Ncell,9,may,1013,2,15,0,not_contacted,369600,no
32,government_job,White-collar,divorced,+2,no,162951,yes,no,unknown,11,nov,351,3,-1,3,not_contacted,330000,no
42,bank_employee,White-collar,divorced,bachelor,no,131082,yes,no,field_visit,15,apr,221,1,-1,1,not_contacted,748800,no
49,government_job,White-collar,married,none,no,114295,yes,no,field_visit,14,feb,1030,5,-1,5,unsuccessful,174240,no
64,private_office,White-collar,divorced,bachelor,no,44213,yes,yes,NTC,30,dec,1102,1,-1,1,unsuccessful,480000,no
32,farmer,Business,married,+2,no,46107,no,no,unknown,28,nov,208,4,-1,2,unsuccessful,150000,no
62,bank_employee,White-collar,married,slc,no,66028,yes,no,field_visit,25,jul,1047,3,-1,2,unsuccessful,280800,no
18,government_job,White-collar,married,masters,no,57467,yes,yes,NTC,9,sep,921,5,-1,5,not_contacted,475200,no
51,private_office,White-collar,married,slc,no,22033,yes,no,field_visit,24,nov,1074,2,-1,1,not_contacted,237600,no
39,private_office,White-collar,married,slc,no,70572,yes,no,unknown,4,mar,714,5,-1,4,unsuccessful,259200,no
50,IT_professional,White-collar,married,+2,no,73920,yes,no,unknown,24,sep,547,5,-1,4,unsuccessful,528000,no
26,driver,Blue-collar,divorced,bachelor,no,66242,yes,no,field_visit,13,jun,1113,2,-1,0,unsuccessful,288000,no
66,unemployed,Unemployed,single,+2,no,71471,yes,no,NTC,22,jul,509,1,-1,4,not_contacted,30000,no
65,farmer,Business,married,+2,yes,116717,yes,no,unknown,1,may,380,3,10,4,not_contacted,150000,yes
56,construction_worker,Blue-collar,divorced,bachelor,no,72712,no,no,field_visit,7,feb,286,4,-1,4,successful,288000,yes
28,construction_worker,Blue-collar,married,slc,no,55711,yes,no,NTC,22,mar,794,3,10,0,not_contacted,129600,no
49,construction_worker,Blue-collar,married,none,no,67817,yes,no,Ncell,4,mar,1120,3,-1,0,not_contacted,95040,no
64,driver,Blue-collar,divorced,+2,no,97173,no,no,NTC,31,apr,415,1,15,2,not_contacted,180000,yes
62,private_office,White-collar,married,slc,no,104223,yes,no,Ncell,28,may,323,2,-1,5,not_contacted,216000,no
68,unemployed,Unemployed,married,none,no,101393,yes,yes,unknown,26,oct,482,5,-1,0,unsuccessful,14400,no
21,teacher,White-collar,divorced,bachelor,no,124637,yes,no,unknown,25,jan,771,1,-1,0,unsuccessful,230400,no
32,construction_worker,Blue-collar,single,+2,no,118725,no,no,Ncell,20,jun,962,4,-1,3,not_contacted,180000,no
18,construction_worker,Blue-collar,married,masters,no,76423,no,no,field_visit,31,may,462,4,-1,3,not_contacted,259200,no
40,shopkeeper,Business,divorced,masters,no,138538,yes,no,unknown,3,nov,1062,3,-1,0,not_contacted,604800,no
64,shopkeeper,Business,single,+2,no,96023,yes,no,unknown,12,jul,276,2,-1,3,unsuccessful,210000,no
60,IT_professional,White-collar,divorced,bachelor,no,2382,no,yes,unknown,24,aug,418,1,-1,2,not_contacted,768000,no
45,driver,Blue-collar,single,+2,no,149768,yes,no,field_visit,30,nov,1200,1,-1,3,successful,198000,no
51,IT_professional,White-collar,married,masters,no,90262,no,no,NTC,3,jan,698,2,-1,2,not_contacted,1267200,no
43,IT_professional,White-collar,divorced,slc,no,57361,yes,yes,unknown,22,sep,687,1,-1,5,unsuccessful,414720,no
46,government_job,White-collar,married,+2,no,122288,no,no,Ncell,25,dec,170,1,-1,0,not_contacted,363000,yes
47,bank_employee,White-collar,single,bachelor,no,25798,yes,no,NTC,22,apr,784,2,-1,2,not_contacted,686400,no
27,unemployed,Unemployed,married,masters,no,14370,yes,no,field_visit,24,jul,1132,5,-1,1,unsuccessful,72000,no
46,construction_worker,Blue-collar,single,+2,no,121277,no,no,field_visit,18,apr,677,5,10,5,not_contacted,198000,no
63,teacher,White-collar,single,bachelor,no,148004,yes,no,Ncell,27,jan,479,4,-1,0,not_contacted,384000,no
40,private_office,White-collar,divorced,+2,no,82633,yes,no,unknown,23,may,514,1,-1,1,not_contacted,360000,no
26,unemployed,Unemployed,single,+2,no,101638,yes,yes,field_visit,2,aug,926,3,-1,1,not_contacted,30000,no
70,IT_professional,White-collar,married,masters,no,94261,yes,yes,field_visit,21,aug,440,3,10,4,unsuccessful,1152000,no
36,teacher,White-collar,married,slc,no,21525,yes,no,unknown,25,mar,87,1,-1,3,unsuccessful,207360,no
70,farmer,Business,single,masters,no,13101,no,no,field_visit,31,oct,583,3,-1,1,not_contacted,360000,no
20,driver,Blue-collar,single,bachelor,no,133386,yes,no,Ncell,15,aug,1196,1,10,3,unsuccessful,172800,no
65,private_office,White-collar,divorced,bachelor,no,76929,no,no,NTC,18,jun,182,2,-1,0,not_contacted,480000,no
69,private_office,White-collar,married,bachelor,no,186633,yes,yes,NTC,24,jan,40,5,-1,2,not_contacted,480000,no
59,teacher,White-collar,married,bachelor,yes,47588,no,no,unknown,6,jun,741,4,-1,2,not_contacted,384000,no
23,shopkeeper,Business,single,+2,no,46147,yes,no,Ncell,2,may,1067,5,-1,3,not_contacted,126000,no
38,IT_professional,White-collar,married,masters,no,107427,no,no,NTC,30,mar,1065,1,-1,3,not_contacted,1382400,yes
58,teacher,White-collar,divorced,+2,no,-14466,yes,yes,Ncell,12,feb,860,1,-1,5,successful,240000,no
38,IT_professional,White-collar,married,masters,no,33945,yes,no,field_visit,28,dec,287,3,-1,4,unsuccessful,1382400,no
32,farmer,Business,married,+2,no,22484,no,no,unknown,14,nov,647,3,-1,0,not_contacted,150000,no
26,government_job,White-collar,single,slc,yes,8217,yes,no,Ncell,17,jan,999,1,-1,3,not_contacted,237600,no
18,farmer,Business,single,+2,no,163474,yes,no,NTC,10,aug,604,1,-1,2,not_contacted,90000,no
53,farmer,Business,single,slc,no,66064,yes,no,Ncell,26,aug,1122,4,-1,4,unsuccessful,118800,no
27,bank_employee,White-collar,divorced,bachelor,no,20517,yes,no,Ncell,30,jul,401,4,5,1,not_contacted,624000,no
42,construction_worker,Blue-collar,divorced,slc,no,14730,yes,no,field_visit,5,jan,397,3,5,3,not_contacted,155520,yes
51,IT_professional,White-collar,married,+2,no,111307,yes,no,NTC,28,aug,153,2,-1,1,unsuccessful,528000,yes
54,bank_employee,White-collar,divorced,+2,no,130785,yes,no,field_visit,30,nov,653,5,-1,0,unsuccessful,429000,no
60,teacher,White-collar,married,none,no,79827,yes,no,NTC,30,jan,1075,5,-1,3,unsuccessful,115200,no
33,shopkeeper,Business,married,bachelor,no,143683,yes,no,NTC,19,aug,728,3,-1,2,not_contacted,336000,no
66,IT_professional,White-collar,married,+2,no,94151,yes,no,Ncell,27,jul,366,2,-1,4,not_contacted,480000,yes
26,construction_worker,Blue-collar,single,bachelor,no,102559,yes,no,NTC,20,apr,736,4,-1,1,unsuccessful,288000,yes
26,private_office,White-collar,single,+2,no,84407,yes,no,unknown,14,sep,1169,5,-1,2,successful,300000,no
49,government_job,White-collar,divorced,slc,no,20385,yes,no,unknown,28,oct,639,1,-1,2,not_contacted,261360,yes
61,IT_professional,White-collar,single,slc,no,84488,no,yes,unknown,31,jul,829,1,-1,1,unsuccessful,345600,yes
63,teacher,White-collar,single,none,no,123406,no,no,NTC,17,apr,823,4,-1,1,not_contacted,115200,no
42,construction_worker,Blue-collar,divorced,bachelor,yes,79806,yes,no,unknown,15,apr,351,4,15,1,successful,345600,no
59,unemployed,Unemployed,married,bachelor,no,64643,no,no,field_visit,21,dec,184,2,-1,5,not_contacted,48000,no
58,unemployed,Unemployed,single,bachelor,no,122581,yes,no,NTC,29,mar,225,5,-1,2,unsuccessful,48000,no
65,private_office,White-collar,divorced,bachelor,no,48868,yes,no,field_visit,29,aug,530,1,-1,2,not_contacted,480000,no
30,driver,Blue-collar,married,bachelor,no,80079,yes,no,field_visit,8,may,369,3,-1,1,not_contacted,288000,yes
63,government_job,White-collar,married,bachelor,no,99398,yes,no,unknown,2,jul,887,5,-1,3,not_contacted,528000,no
22,teacher,White-collar,single,+2,no,75044,yes,no,NTC,20,jul,41,2,-1,4,not_contacted,144000,no
48,unemployed,Unemployed,single,bachelor,no,127461,yes,no,unknown,22,dec,295,5,15,5,not_contacted,52800,no
20,teacher,White-collar,married,+2,no,143445,yes,no,NTC,23,jan,291,4,15,1,successful,144000,no
65,farmer,Business,married,slc,no,129680,yes,no,field_visit,18,nov,665,2,-1,0,not_contacted,108000,no
65,teacher,White-collar,single,bachelor,no,96674,no,no,field_visit,28,aug,281,5,-1,3,not_contacted,384000,no
38,shopkeeper,Business,married,+2,no,69034,no,no,field_visit,12,jan,277,5,15,5,not_contacted,252000,no
39,IT_professional,White-collar,married,bachelor,no,43177,no,no,NTC,8,mar,216,2,15,0,not_contacted,921600,no
33,bank_employee,White-collar,married,slc,no,129393,no,no,field_visit,14,feb,54,1,5,0,not_contacted,280800,no
43,shopkeeper,Business,single,slc,no,102787,yes,no,Ncell,1,nov,481,3,-1,4,not_contacted,181440,yes
70,bank_employee,White-collar,single,bachelor,no,74472,yes,no,Ncell,15,oct,182,3,-1,0,unsuccessful,624000,no
25,driver,Blue-collar,single,+2,no,95696,no,no,field_visit,15,dec,848,1,10,1,successful,180000,yes
50,farmer,Business,married,bachelor,no,73048,no,no,field_visit,30,apr,702,5,10,1,not_contacted,264000,no
20,IT_professional,White-collar,divorced,+2,no,75033,yes,no,NTC,10,feb,808,3,-1,0,successful,288000,yes
67,farmer,Business,single,masters,no,14524,yes,yes,NTC,16,nov,424,3,-1,0,not_contacted,360000,no
63,private_office,White-collar,divorced,bachelor,no,86976,yes,yes,unknown,19,nov,1007,4,10,1,successful,480000,no
36,IT_professional,White-collar,single,bachelor,no,75716,yes,no,Ncell,1,may,920,4,-1,2,not_contacted,921600,no
30,farmer,Business,married,masters,no,-3887,yes,no,unknown,31,dec,629,3,-1,0,not_contacted,360000,no
20,driver,Blue-collar,single,none,no,92305,yes,no,field_visit,12,jul,279,4,-1,1,not_contacted,51840,no
45,government_job,White-collar,divorced,bachelor,no,51646,yes,no,unknown,22,jul,627,3,-1,4,unsuccessful,580800,no
66,construction_worker,Blue-collar,married,bachelor,no,30153,yes,no,unknown,14,aug,1178,1,-1,3,unsuccessful,288000,no
22,bank_employee,White-collar,married,+2,no,22004,yes,no,Ncell,7,sep,1024,4,-1,5,not_contacted,234000,no
54,IT_professional,White-collar,married,bachelor,no,125794,yes,no,field_visit,3,mar,178,5,-1,3,not_contacted,844800,no
63,unemployed,Unemployed,single,bachelor,no,43872,no,no,unknown,8,nov,1127,5,-1,1,successful,48000,no
45,teacher,White-collar,divorced,+2,no,113062,yes,no,field_visit,12,oct,813,3,-1,3,unsuccessful,264000,no
50,teacher,White-collar,divorced,bachelor,no,24854,yes,no,field_visit,19,jun,216,1,10,4,not_contacted,422400,no
18,construction_worker,Blue-collar,married,+2,no,154242,yes,yes,Ncell,6,aug,1169,3,-1,0,not_contacted,108000,no
53,bank_employee,White-collar,divorced,bachelor,no,76302,no,no,NTC,1,jul,1070,2,-1,2,not_contacted,686400,no
30,construction_worker,Blue-collar,divorced,bachelor,no,106148,yes,no,Ncell,31,mar,254,3,-1,0,unsuccessful,288000,no
25,bank_employee,White-collar,divorced,none,no,81280,yes,no,NTC,7,oct,965,2,-1,5,unsuccessful,187200,no
22,teacher,White-collar,married,bachelor,no,67948,yes,no,unknown,7,oct,843,1,-1,0,unsuccessful,230400,no
40,driver,Blue-collar,single,slc,no,102120,yes,yes,Ncell,4,oct,120,4,-1,1,not_contacted,155520,no
37,private_office,White-collar,divorced,+2,no,121980,yes,yes,field_visit,26,feb,498,4,15,4,not_contacted,360000,yes
67,government_job,White-collar,single,slc,no,79956,yes,no,field_visit,25,dec,1062,4,-1,4,unsuccessful,237600,no
58,IT_professional,White-collar,divorced,bachelor,no,56887,yes,no,field_visit,13,may,775,1,5,4,unsuccessful,768000,no
68,private_office,White-collar,married,masters,yes,47840,yes,yes,Ncell,27,apr,1071,2,-1,2,not_contacted,720000,no
36,bank_employee,White-collar,single,+2,no,46063,yes,no,field_visit,29,aug,833,4,-1,5,not_contacted,468000,no
68,farmer,Business,married,bachelor,no,145998,no,no,NTC,20,jan,755,1,-1,0,successful,240000,no
35,bank_employee,White-collar,married,bachelor,no,33675,yes,yes,Ncell,11,sep,500,5,-1,1,unsuccessful,748800,no
52,driver,Blue-collar,single,+2,no,110777,yes,no,unknown,5,jan,136,3,-1,3,not_contacted,198000,no
63,unemployed,Unemployed,single,bachelor,no,131920,yes,yes,NTC,17,jul,1138,1,-1,0,unsuccessful,48000,no
38,unemployed,Unemployed,divorced,bachelor,no,22475,no,yes,unknown,16,aug,59,3,-1,2,unsuccessful,57600,yes
62,government_job,White-collar,single,slc,no,17973,yes,yes,NTC,18,jul,126,5,-1,5,unsuccessful,237600,yes
64,farmer,Business,married,slc,no,60813,no,no,unknown,12,apr,129,2,-1,2,not_contacted,108000,no
21,shopkeeper,Business,divorced,bachelor,yes,87163,no,yes,field_visit,29,jul,274,5,-1,1,not_contacted,201600,no
62,driver,Blue-collar,divorced,masters,no,108794,yes,yes,Ncell,10,oct,80,2,-1,1,not_contacted,432000,no
23,unemployed,Unemployed,divorced,+2,no,87123,yes,yes,NTC,9,nov,460,5,5,1,not_contacted,18000,no
30,teacher,White-collar,married,bachelor,no,95283,yes,no,field_visit,5,may,631,2,-1,2,not_contacted,384000,no
36,government_job,White-collar,married,bachelor,no,140586,yes,no,unknown,28,sep,700,4,10,0,unsuccessful,633600,no
32,farmer,Business,divorced,none,no,53339,yes,no,unknown,24,dec,646,3,-1,0,not_contacted,72000,yes
60,government_job,White-collar,married,+2,no,41658,yes,yes,Ncell,13,apr,238,4,15,1,unsuccessful,330000,no
56,unemployed,Unemployed,divorced,masters,no,79891,yes,yes,unknown,30,jan,56,3,15,0,not_contacted,72000,no
41,bank_employee,White-collar,married,+2,no,53445,no,no,NTC,12,oct,964,5,-1,2,successful,468000,no
57,bank_employee,White-collar,single,bachelor,no,56823,no,no,Ncell,19,feb,291,2,-1,3,not_contacted,624000,yes
63,bank_employee,White-collar,single,none,no,122843,yes,no,NTC,12,mar,366,4,-1,0,unsuccessful,187200,no
70,teacher,White-collar,divorced,masters,no,108084,yes,no,NTC,1,mar,724,5,-1,1,not_contacted,576000,no
38,shopkeeper,Business,married,bachelor,no,53265,yes,no,field_visit,21,feb,1181,4,-1,2,unsuccessful,403200,no
55,private_office,White-collar,divorced,+2,no,71873,yes,yes,Ncell,2,apr,63,1,-1,3,not_contacted,300000,yes
35,unemployed,Unemployed,married,+2,no,586,yes,no,field_visit,4,may,579,1,15,0,not_contacted,36000,no
37,construction_worker,Blue-collar,married,bachelor,no,98914,yes,no,unknown,7,sep,857,2,-1,3,not_contacted,345600,yes
22,private_office,White-collar,married,slc,no,111914,yes,no,Ncell,17,dec,450,5,-1,0,not_contacted,129600,yes
61,construction_worker,Blue-collar,divorced,bachelor,no,93364,yes,yes,NTC,8,dec,325,3,-1,5,unsuccessful,288000,no
62,farmer,Business,single,masters,no,103211,yes,no,unknown,18,mar,1118,4,-1,1,not_contacted,360000,no
52,shopkeeper,Business,divorced,bachelor,no,55341,yes,no,NTC,21,feb,739,1,-1,3,not_contacted,369600,no
36,construction_worker,Blue-collar,divorced,bachelor,no,20333,yes,yes,Ncell,9,jun,472,3,15,0,unsuccessful,345600,no
28,government_job,White-collar,married,slc,no,53570,yes,no,Ncell,20,aug,395,3,-1,5,not_contacted,237600,no
54,IT_professional,White-collar,divorced,bachelor,no,40683,yes,no,NTC,12,feb,1090,2,-1,4,unsuccessful,844800,no
54,government_job,White-collar,single,slc,no,114791,no,no,Ncell,16,mar,735,3,-1,5,unsuccessful,261360,no
32,shopkeeper,Business,divorced,slc,no,114167,yes,no,unknown,5,feb,879,2,-1,0,not_contacted,151200,yes
59,private_office,White-collar,divorced,+2,no,174874,yes,no,unknown,7,may,343,5,-1,1,not_contacted,300000,no
69,private_office,White-collar,divorced,bachelor,no,99498,yes,yes,Ncell,15,mar,382,2,-1,4,not_contacted,480000,no
32,bank_employee,White-collar,married,none,no,77294,yes,no,Ncell,31,nov,198,4,-1,3,not_contacted,187200,no
39,private_office,White-collar,single,+2,no,15474,yes,no,NTC,20,feb,836,2,-1,4,unsuccessful,360000,no
45,teacher,White-collar,married,slc,no,59958,yes,no,NTC,8,jan,336,4,10,4,not_contacted,190080,no
53,IT_professional,White-collar,divorced,+2,no,95706,no,no,NTC,10,jun,418,3,-1,4,unsuccessful,528000,yes
57,IT_professional,White-collar,single,+2,no,97127,yes,no,unknown,21,jan,1057,4,-1,4,unsuccessful,480000,no
34,IT_professional,White-collar,divorced,bachelor,no,50447,no,no,unknown,25,mar,308,3,5,4,unsuccessful,768000,no
29,farmer,Business,divorced,none,no,110534,yes,yes,field_visit,2,nov,44,4,-1,1,not_contacted,72000,no
62,unemployed,Unemployed,married,slc,no,76642,no,no,Ncell,5,nov,782,2,-1,2,not_contacted,21600,yes
32,shopkeeper,Business,single,bachelor,no,8524,yes,no,Ncell,3,jul,490,2,-1,5,not_contacted,336000,no
34,IT_professional,White-collar,single,bachelor,no,114073,yes,no,field_visit,26,jul,1045,3,-1,1,successful,768000,no
47,IT_professional,White-collar,single,slc,no,94851,no,yes,NTC,14,oct,949,4,-1,2,not_contacted,380160,no
27,shopkeeper,Business,divorced,bachelor,no,106685,no,yes,NTC,27,may,1132,1,-1,5,not_contacted,336000,no
22,bank_employee,White-collar,single,+2,no,54802,yes,yes,NTC,8,jan,294,5,-1,4,not_contacted,234000,yes
21,IT_professional,White-collar,divorced,bachelor,no,54603,yes,no,unknown,19,may,669,3,5,5,not_contacted,460800,no
42,teacher,White-collar,married,+2,no,95676,yes,no,field_visit,13,nov,555,3,-1,2,unsuccessful,288000,no
51,construction_worker,Blue-collar,married,slc,no,119634,no,no,unknown,9,dec,108,4,-1,5,successful,142560,no
56,shopkeeper,Business,married,masters,no,66007,no,no,NTC,4,sep,120,3,-1,5,successful,504000,no
50,government_job,White-collar,married,slc,no,50178,yes,no,field_visit,23,feb,996,4,-1,5,unsuccessful,261360,no
58,government_job,White-collar,married,+2,no,76595,no,no,unknown,4,nov,153,1,-1,1,unsuccessful,330000,no
31,IT_professional,White-collar,divorced,slc,no,70234,yes,yes,Ncell,16,may,85,1,15,1,not_contacted,345600,no
54,construction_worker,Blue-collar,divorced,bachelor,no,73604,yes,no,unknown,25,sep,90,1,-1,3,unsuccessful,316800,no
60,unemployed,Unemployed,married,bachelor,no,184706,yes,no,unknown,14,may,429,2,-1,3,not_contacted,48000,no
38,bank_employee,White-collar,single,masters,no,10124,yes,no,unknown,21,mar,357,1,-1,2,not_contacted,1123200,no
32,government_job,White-collar,married,bachelor,no,137255,yes,no,Ncell,2,jun,930,3,-1,5,unsuccessful,528000,no
18,construction_worker,Blue-collar,married,masters,no,87523,yes,no,unknown,3,may,232,2,-1,1,not_contacted,259200,yes
23,government_job,White-collar,divorced,+2,no,90191,no,no,field_visit,12,mar,497,5,-1,5,not_contacted,198000,no
52,government_job,White-collar,single,bachelor,no,56150,yes,no,NTC,24,jan,829,2,-1,3,not_contacted,580800,no
21,unemployed,Unemployed,married,slc,no,63338,yes,no,field_visit,28,mar,698,3,-1,1,not_contacted,12960,no
18,IT_professional,White-collar,divorced,+2,no,106927,yes,yes,unknown,4,nov,655,4,5,5,not_contacted,288000,no
37,bank_employee,White-collar,single,bachelor,no,85389,no,no,Ncell,7,dec,1100,4,-1,2,unsuccessful,748800,yes
22,IT_professional,White-collar,divorced,none,no,120600,yes,no,unknown,5,apr,497,2,-1,2,not_contacted,138240,no
56,teacher,White-collar,married,bachelor,no,88437,no,yes,NTC,26,dec,268,2,-1,2,not_contacted,384000,no
68,unemployed,Unemployed,divorced,slc,no,94439,yes,no,field_visit,29,nov,376,4,-1,5,unsuccessful,21600,no
51,shopkeeper,Business,married,masters,no,104791,yes,yes,unknown,14,nov,644,1,-1,5,not_contacted,554400,no
68,construction_worker,Blue-collar,single,bachelor,no,60456,no,no,field_visit,17,jan,231,4,-1,3,unsuccessful,288000,no
65,shopkeeper,Business,single,+2,no,22145,yes,no,Ncell,12,dec,1142,2,-1,4,not_contacted,210000,no
70,teacher,White-collar,single,masters,no,101001,yes,no,NTC,15,jun,904,3,15,0,not_contacted,576000,yes
37,shopkeeper,Business,married,slc,no,128710,no,no,Ncell,6,mar,61,4,-1,4,successful,181440,no
54,driver,Blue-collar,married,bachelor,no,59231,no,no,NTC,9,sep,1082,2,-1,3,successful,316800,no
61,IT_professional,White-collar,married,+2,no,100357,yes,yes,unknown,13,dec,619,5,-1,2,not_contacted,480000,yes
36,bank_employee,White-collar,single,bachelor,no,-33258,yes,yes,field_visit,25,sep,406,3,-1,2,not_contacted,748800,no
41,construction_worker,Blue-collar,divorced,bachelor,yes,100432,yes,no,NTC,5,jun,102,2,-1,1,unsuccessful,345600,no
22,private_office,White-collar,married,bachelor,no,43114,no,no,NTC,3,nov,1095,4,-1,0,unsuccessful,288000,no
37,bank_employee,White-collar,divorced,bachelor,no,60763,yes,no,field_visit,7,may,1134,3,-1,2,unsuccessful,748800,no
56,bank_employee,White-collar,married,bachelor,no,1179,yes,no,field_visit,18,apr,467,3,-1,0,successful,624000,no
57,construction_worker,Blue-collar,divorced,bachelor,no,82012,no,yes,NTC,29,aug,1196,1,-1,5,not_contacted,288000,no
53,IT_professional,White-collar,single,masters,no,168938,no,no,Ncell,29,sep,462,5,-1,4,not_contacted,1267200,no
55,bank_employee,White-collar,single,slc,no,92246,yes,no,field_visit,18,jan,850,4,-1,0,not_contacted,280800,no
27,private_office,White-collar,divorced,bachelor,no,45371,yes,yes,Ncell,22,mar,318,1,-1,3,unsuccessful,480000,no
61,private_office,White-collar,divorced,bachelor,no,124999,no,no,Ncell,18,sep,769,2,-1,1,unsuccessful,480000,no
48,unemployed,Unemployed,divorced,slc,no,113822,yes,no,NTC,15,aug,639,1,-1,0,unsuccessful,23760,no
40,farmer,Business,married,bachelor,no,68036,yes,yes,NTC,18,feb,846,5,-1,0,not_contacted,288000,no
55,farmer,Business,divorced,none,no,42491,no,no,Ncell,17,aug,889,1,-1,1,not_contacted,72000,no
